epoch,learning_rate,total_loss,classification_loss,open_space_loss,mean_reciprocal_distance,mean_true_class_margin,training_accuracy,validation_accuracy,validation_macro_f1
31,0.07938926261462369,0.9853209705434294,0.9484630016519813,0.368579675626551,4.559536318493705,6.1442862046070585,0.8447293447293447,0.808,0.805905894236265
32,0.07810416889260656,0.974078930680908,0.9377940648641342,0.3628486678471253,4.573008065889364,6.171533962260624,0.852363782051282,0.8158,0.8162310259357362
33,0.07679133974894985,0.9652844849135461,0.92913729495812,0.36147188376157713,4.591582847117019,6.205840048287329,0.8575053418803419,0.849,0.8471937312040646
34,0.07545207078751859,0.954688031619091,0.917682152697843,0.37005881557607245,4.607640273211009,6.230613167808945,0.8618233618233618,0.8306,0.8344305135767589
35,0.07408768370508578,0.9467207916781434,0.9088301451457532,0.3789064662154244,4.613715129700142,6.249704624512936,0.8697248931623932,0.81,0.804490877915309
36,0.07269952498697736,0.9372144407696195,0.900564798941979,0.36649641729997434,4.632266043258189,6.2763812358562765,0.8706374643874644,0.7574,0.7632459370666268
37,0.07128896457825365,0.9321561107608328,0.8960241257634938,0.3613198385958658,4.654299696626147,6.302001776518645,0.8716835826210826,0.7706,0.7706967050127763
38,0.06985739453173904,0.9195921833698566,0.8822749732566355,0.3731721157361979,4.6666023629343405,6.3354379920198705,0.8775596509971509,0.8556,0.8543350801689161
39,0.06840622763423393,0.9112524695885487,0.8752188434628,0.3603362596442557,4.683822986407158,6.3597255799165815,0.8791176994301995,0.83,0.8295300269483287
40,0.0669368960122646,0.9048109423061381,0.8671966556809906,0.3761428811950901,4.694847884001555,6.380985482805475,0.8831463675213675,0.8792,0.879212025796319
41,0.0654508497187474,0.8881001056429327,0.8516311237954686,0.3646898245030319,4.712571739131569,6.413390515536665,0.8890669515669516,0.8788,0.8785021914135254
42,0.0639495553019615,0.8775393706441266,0.8415068005904173,0.3603256950181434,4.729487681320929,6.444124907849521,0.8927394943019943,0.795,0.7978219800882794
43,0.06243449435824276,0.8766758891931626,0.8404925701624987,0.3618332005803741,4.748469995297597,6.469596926642959,0.8898904914529915,0.881,0.8812020137509492
44,0.060907162069827166,0.8687558162246335,0.8313033932294601,0.37452424137171175,4.7505711449517145,6.48247364375666,0.8939414173789174,0.8502,0.8483648565139991
45,0.059369065729286276,0.8577629905140978,0.8211287429869345,0.36634247913489654,4.766021147073165,6.5064331269332145,0.8975471866096866,0.8198,0.8167446650348864
46,0.057821723252011584,0.8547856347513335,0.8188137167539352,0.359719184431595,4.780972120768664,6.530636426050778,0.8970797720797721,0.8524,0.8477805571242862
47,0.05626666167821526,0.8385827016626668,0.80364253021713,0.3494017162384131,4.796586307025703,6.554200293331744,0.9036680911680912,0.8376,0.8370279496937396
48,0.054705415665925745,0.8364892060260827,0.8012436463622286,0.3524556145114437,4.8060205804656375,6.580531075469449,0.9031116452991453,0.8694,0.8710270825807948
49,0.05313952597646571,0.8240032608692462,0.7889591587914361,0.35044099551829855,4.820182309870706,6.603369146330744,0.9080974002849003,0.8642,0.8651504807372212
50,0.051570537953906447,0.8160691074496321,0.7811758618409138,0.34893245188429145,4.828650194695193,6.62308892633161,0.9113470441595442,0.885,0.8841406372775044
51,0.05000000000000003,0.8136364391386679,0.778494188588569,0.35142248512333274,4.837350699976299,6.642124987056112,0.9115918803418803,0.8584,0.8597534179849724
52,0.048429462046093615,0.8000795854802145,0.7660603645520333,0.3401922188762926,4.853819966655851,6.663115706538882,0.9154870014245015,0.8894,0.888954513267654
53,0.04686047402353436,0.7957881201706042,0.7616644019414897,0.34123718033828626,4.864426766365682,6.684970459027848,0.9168224715099715,0.8556,0.8565962161027378
54,0.04529458433407431,0.7902503597770322,0.7555771524410302,0.34673207259585714,4.875272189789688,6.707477591316245,0.9187589031339032,0.8784,0.8777687020772864
55,0.04373333832178482,0.7779162329146665,0.7448187560437411,0.33097477019512417,4.885672159004755,6.726867474721708,0.9206063034188035,0.8908,0.8921264606657384
56,0.04217827674798848,0.7757553743500994,0.7412049060533529,0.3455046997790323,4.8966405181124,6.745712925565888,0.9232772435897436,0.8568,0.851194743326532
57,0.04063093427071379,0.7630704196429999,0.7307558300827983,0.3231458827810749,4.900472384232741,6.76358181662709,0.9276397792022792,0.895,0.8942958282251553
58,0.03909283793017291,0.7572877366318662,0.7254837941580009,0.31803942017490705,4.9122161946745,6.782195520536852,0.9273281695156695,0.861,0.8604110943753099
59,0.03756550564175728,0.7491077931857856,0.7159272014585316,0.33180591901313206,4.92274175002704,6.802353939099869,0.9318019943019943,0.889,0.8885730949847996
60,0.036050444698038565,0.7456905615975035,0.712811130234319,0.32879430596899784,4.932003795591175,6.816688431633843,0.9326032763532763,0.9132,0.9131904670657047
61,0.03454915028125267,0.7329411931187338,0.7019630198465113,0.3097817391326964,4.935966065126946,6.834667614722184,0.9374109686609686,0.8914,0.8916069407467084
62,0.03306310398773545,0.7230345464160299,0.6921743876234419,0.30860157663326315,4.94675511172694,6.858658137144865,0.9407941595441596,0.8854,0.8871744106826407
63,0.03159377236576614,0.7161740025563798,0.6849233581129982,0.3125064537735746,4.956224805609113,6.87664573077123,0.9440660612535613,0.852,0.8515657790466227
64,0.030142605468260985,0.707807853181138,0.6777899784919543,0.3001787529414536,4.966444447509244,6.900260434870706,0.9459802350427351,0.8818,0.883373111907833
65,0.028711035421746387,0.7062697405489082,0.6765240666873095,0.29745673483762985,4.975149147870534,6.913126566471198,0.9451566951566952,0.9166,0.91622528596107
66,0.02730047501302268,0.6943831993983343,0.6654345411860365,0.2894865793210489,4.982131195883466,6.92516880633145,0.9498308404558404,0.8858,0.8849728465875126
67,0.025912316294914247,0.6904961521129662,0.6611061867146071,0.2938996645120474,4.98939056477995,6.946328449792672,0.951233084045584,0.9138,0.913613055172845
68,0.024547929212481452,0.6806178490320841,0.6519190531510574,0.286987945076577,4.999737083402454,6.960800867814284,0.9537704772079773,0.9158,0.9162785640888863
69,0.023208660251050173,0.6746642448623635,0.6459606997987144,0.28703544433215405,4.99727388121124,6.976755701918208,0.9569310897435898,0.9138,0.9137691766575318
70,0.02189583110739348,0.6636518093935105,0.6353502854322776,0.2830152334141256,5.012392757285355,6.99364549142343,0.9598023504273504,0.9024,0.9021151207420383
71,0.020610737385376363,0.6556743734922165,0.6287496105218545,0.26924763091354287,5.017935479808058,7.0123547108424695,0.9635194088319088,0.9244,0.9240772408625603
72,0.019354647317351183,0.6436568089360185,0.6173546268389776,0.26302181180046497,5.032384403750428,7.034880530800235,0.9671919515669516,0.9154,0.9143782738383915
73,0.018128800512565525,0.6397897565466726,0.6129243008771174,0.26865454300431446,5.0278289487898515,7.05063215483967,0.9695290242165242,0.9148,0.9149988062357544
74,0.016934406733817426,0.6302267031112627,0.6043521045279978,0.25874599383512453,5.041681721679166,7.064098996654195,0.9722667378917379,0.9178,0.9185190377587006
75,0.015772644703565576,0.6241416688318606,0.5988684700764821,0.25273197829893174,5.046998195159129,7.078566195278765,0.9743144586894587,0.9216,0.9218440984757263
76,0.014644660940672639,0.615531885895634,0.5906980460525578,0.248338401041649,5.057596588406468,7.099275219474423,0.9771634615384616,0.9288,0.9286125230224813
77,0.013551568628929445,0.6069663469268386,0.5822853777143691,0.24680968318824414,5.058999217813171,7.113758994643165,0.9804798789173789,0.9132,0.9119423625330839
78,0.012494446518477037,0.5981951338952762,0.5744784263803748,0.23716707659243177,5.0699591799678965,7.12832160417171,0.9835069444444444,0.9262,0.926186462396583
79,0.011474337861210554,0.5939421541670449,0.5703383476985486,0.2360380679114252,5.0759468187294114,7.145922861887179,0.9847756410256411,0.9374,0.9377330869543826
80,0.01049224938121549,0.5883514271502481,0.5649912297895491,0.23360197220602605,5.078059335040231,7.156361505176946,0.9871349715099715,0.9318,0.9315491646383727
81,0.009549150281252642,0.5817130513680286,0.5589500991707175,0.22762952235519376,5.086135626518488,7.1664483621928765,0.9887820512820513,0.9402,0.939981321629411
82,0.008645971286271927,0.5733707144729092,0.5509191612232784,0.22451554792813766,5.089804558332829,7.1811268757551145,0.9925213675213675,0.933,0.9327528669957534
83,0.007783603724899264,0.5686868999758338,0.5473162995444404,0.21370600484460167,5.104881950932691,7.193997368174061,0.9923433048433048,0.9468,0.9468445327708146
84,0.006962898649802819,0.5643534679018873,0.5434046105781511,0.20948858824465688,5.104345874569015,7.206954593332405,0.994079415954416,0.9414,0.9413551154016295
85,0.0061846659978068265,0.5619231165304482,0.5409395234537261,0.20983592758321354,5.105810937039193,7.215306309213665,0.9960826210826211,0.948,0.9479314002392659
86,0.005449673790581615,0.5540011336660793,0.5341450113516587,0.19856120797770996,5.123483137527423,7.225775957786799,0.9970619658119658,0.9462,0.9462394354312469
87,0.004758647376699036,0.5529008314140842,0.5336395767849056,0.1926125510253458,5.125741445101225,7.236126278879976,0.9970842236467237,0.95,0.9499792076312389
88,0.004112268715800957,0.5491201816461025,0.5297614316485206,0.19358750682143744,5.135709091469094,7.245942732547423,0.9980635683760684,0.9518,0.9517624796143533
89,0.003511175705587435,0.5480595531626644,0.5292256218925161,0.1883393225931374,5.139528593786082,7.2543908333846305,0.9978632478632479,0.9506,0.9506901399696212
90,0.0029559615522887295,0.5468307777687356,0.5275269086204702,0.193038693541645,5.14212642571865,7.261105703152822,0.9985087250712251,0.955,0.9550624485606111
91,0.0024471741852423253,0.5485679118381945,0.5284180825422292,0.20149829095372787,5.135700172848171,7.2657250882553575,0.9986200142450142,0.9542,0.9542245826253332
92,0.0019853157161528537,0.5461129476541807,0.5275014964943259,0.18611451865643516,5.137713422802439,7.267965944404276,0.9986200142450142,0.9532,0.9532681644918528
93,0.0015708419435684529,0.5451411869790819,0.5256142976277235,0.1952689015585133,5.145922739621241,7.270387693008466,0.9990874287749287,0.9542,0.9542503162202356
94,0.0012041619030626347,0.5435428794292982,0.5248605551203431,0.18682323266722878,5.1492514216322505,7.2729794021345615,0.9989093660968661,0.9538,0.9538557710056974
95,0.0008856374635655646,0.5437227147936481,0.5254418731075406,0.18280842363240032,5.146776278134425,7.275050099419053,0.9989093660968661,0.9524,0.9525014297153804
96,0.0006155829702431174,0.5424453458215437,0.5239824415781559,0.18462905582794098,5.1507685802601,7.27623434012432,0.9991096866096866,0.9524,0.952357966113133
97,0.00039426493427611206,0.5429769560822055,0.524939791769044,0.18037164600783603,5.148049896598881,7.277099408315458,0.9990874287749287,0.9528,0.9527805590613472
98,0.00022190176984600036,0.5430727451615184,0.5248836921660649,0.18189052258886163,5.1486609545868,7.277611473007419,0.9990206552706553,0.9532,0.9531931410022176
99,9.866357858642213e-05,0.542438306529977,0.5234060380873178,0.1903226730490682,5.155511024670723,7.2778680358517205,0.9989983974358975,0.9534,0.9535368665303142
100,2.4671981713420017e-05,0.5447514831510365,0.5257096886634827,0.19041794220097044,5.143005621059667,7.277973188633933,0.9991542022792023,0.9522,0.9522567687070822
