conflict_id,class_pair,direction,content_identifier,content_index,content_label_index,content_class,style_identifier,style_index,style_label_index,style_class,style_strength,output_file,review_status,rejection_reason
shape_cat_texture_airplane_005,airplane__cat,cat_shape__airplane_texture,test_02539,2539,3,cat,test_04539,4539,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_005.png,accepted,
shape_cat_texture_airplane_006,airplane__cat,cat_shape__airplane_texture,test_04229,4229,3,cat,test_07320,7320,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_006.png,accepted,
shape_cat_texture_airplane_007,airplane__cat,cat_shape__airplane_texture,test_02291,2291,3,cat,test_02024,2024,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_007.png,accepted,
shape_cat_texture_airplane_008,airplane__cat,cat_shape__airplane_texture,test_04463,4463,3,cat,test_05918,5918,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_008.png,accepted,
shape_cat_texture_airplane_009,airplane__cat,cat_shape__airplane_texture,test_00979,979,3,cat,test_00003,3,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_009.png,accepted,
shape_cat_texture_airplane_010,airplane__cat,cat_shape__airplane_texture,test_01401,1401,3,cat,test_01977,1977,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_010.png,rejected,shape is distorted
shape_cat_texture_airplane_011,airplane__cat,cat_shape__airplane_texture,test_04908,4908,3,cat,test_03965,3965,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_011.png,rejected,shape is distorted
shape_cat_texture_airplane_012,airplane__cat,cat_shape__airplane_texture,test_00391,391,3,cat,test_06437,6437,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_012.png,accepted,
shape_cat_texture_airplane_013,airplane__cat,cat_shape__airplane_texture,test_03383,3383,3,cat,test_05117,5117,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_013.png,rejected,shape is distorted
shape_cat_texture_airplane_014,airplane__cat,cat_shape__airplane_texture,test_03276,3276,3,cat,test_01389,1389,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_014.png,rejected,shape is distorted
shape_cat_texture_airplane_015,airplane__cat,cat_shape__airplane_texture,test_07744,7744,3,cat,test_01175,1175,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_015.png,accepted,
shape_cat_texture_airplane_016,airplane__cat,cat_shape__airplane_texture,test_00365,365,3,cat,test_03347,3347,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_016.png,rejected,shape is distorted
shape_cat_texture_airplane_017,airplane__cat,cat_shape__airplane_texture,test_03914,3914,3,cat,test_07009,7009,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_017.png,accepted,
shape_cat_texture_airplane_018,airplane__cat,cat_shape__airplane_texture,test_02536,2536,3,cat,test_06844,6844,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_018.png,accepted,
shape_cat_texture_airplane_019,airplane__cat,cat_shape__airplane_texture,test_04881,4881,3,cat,test_03437,3437,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_019.png,rejected,shape is distorted
shape_cat_texture_airplane_020,airplane__cat,cat_shape__airplane_texture,test_01370,1370,3,cat,test_00081,81,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_020.png,rejected,shape is distorted
shape_cat_texture_airplane_021,airplane__cat,cat_shape__airplane_texture,test_03778,3778,3,cat,test_05912,5912,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_021.png,accepted,
shape_cat_texture_airplane_022,airplane__cat,cat_shape__airplane_texture,test_07797,7797,3,cat,test_07309,7309,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_022.png,rejected,shape is distorted
shape_cat_texture_airplane_023,airplane__cat,cat_shape__airplane_texture,test_04609,4609,3,cat,test_03455,3455,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_023.png,accepted,
shape_cat_texture_airplane_024,airplane__cat,cat_shape__airplane_texture,test_00738,738,3,cat,test_02888,2888,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_024.png,rejected,shape is distorted
shape_cat_texture_airplane_025,airplane__cat,cat_shape__airplane_texture,test_06490,6490,3,cat,test_01648,1648,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_025.png,rejected,shape is distorted
shape_cat_texture_airplane_026,airplane__cat,cat_shape__airplane_texture,test_01563,1563,3,cat,test_00484,484,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_026.png,accepted,
shape_cat_texture_airplane_027,airplane__cat,cat_shape__airplane_texture,test_04215,4215,3,cat,test_02750,2750,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_027.png,rejected,shape is distorted
shape_cat_texture_airplane_028,airplane__cat,cat_shape__airplane_texture,test_00672,672,3,cat,test_06609,6609,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_028.png,accepted,
shape_cat_texture_airplane_029,airplane__cat,cat_shape__airplane_texture,test_00176,176,3,cat,test_00042,42,0,airplane,0.8,Data/task1_cache/cue_conflicts/candidates/shape_cat_texture_airplane_029.png,accepted,
shape_bird_texture_car_000,bird__car,bird_shape__car_texture,test_06805,6805,1,bird,test_02392,2392,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_000.png,accepted,
shape_bird_texture_car_001,bird__car,bird_shape__car_texture,test_01568,1568,1,bird,test_06271,6271,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_001.png,accepted,
shape_bird_texture_car_002,bird__car,bird_shape__car_texture,test_06076,6076,1,bird,test_04921,4921,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_002.png,accepted,
shape_bird_texture_car_003,bird__car,bird_shape__car_texture,test_01852,1852,1,bird,test_02502,2502,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_003.png,accepted,
shape_bird_texture_car_004,bird__car,bird_shape__car_texture,test_07202,7202,1,bird,test_03755,3755,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_004.png,accepted,
shape_bird_texture_car_005,bird__car,bird_shape__car_texture,test_06938,6938,1,bird,test_05237,5237,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_005.png,accepted,
shape_bird_texture_car_006,bird__car,bird_shape__car_texture,test_03079,3079,1,bird,test_05333,5333,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_006.png,rejected,shape is distorted
shape_bird_texture_car_007,bird__car,bird_shape__car_texture,test_01871,1871,1,bird,test_00035,35,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_007.png,accepted,
shape_bird_texture_car_008,bird__car,bird_shape__car_texture,test_06954,6954,1,bird,test_00483,483,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_008.png,accepted,
shape_bird_texture_car_009,bird__car,bird_shape__car_texture,test_05488,5488,1,bird,test_00317,317,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_009.png,accepted,
shape_bird_texture_car_010,bird__car,bird_shape__car_texture,test_06169,6169,1,bird,test_03362,3362,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_010.png,rejected,shape is distorted
shape_bird_texture_car_011,bird__car,bird_shape__car_texture,test_02687,2687,1,bird,test_05030,5030,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_011.png,accepted,
shape_bird_texture_car_012,bird__car,bird_shape__car_texture,test_02157,2157,1,bird,test_04735,4735,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_012.png,rejected,shape is distorted
shape_bird_texture_car_013,bird__car,bird_shape__car_texture,test_05092,5092,1,bird,test_04913,4913,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_013.png,accepted,
shape_bird_texture_car_014,bird__car,bird_shape__car_texture,test_07390,7390,1,bird,test_02082,2082,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_014.png,accepted,
shape_bird_texture_car_015,bird__car,bird_shape__car_texture,test_01230,1230,1,bird,test_00049,49,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_015.png,rejected,shape is distorted
shape_bird_texture_car_016,bird__car,bird_shape__car_texture,test_00304,304,1,bird,test_00981,981,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_016.png,rejected,shape is distorted
shape_bird_texture_car_017,bird__car,bird_shape__car_texture,test_07955,7955,1,bird,test_05824,5824,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_017.png,rejected,shape is distorted
shape_bird_texture_car_018,bird__car,bird_shape__car_texture,test_06349,6349,1,bird,test_06503,6503,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_018.png,rejected,shape is distorted
shape_bird_texture_car_019,bird__car,bird_shape__car_texture,test_00825,825,1,bird,test_07084,7084,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_019.png,accepted,
shape_bird_texture_car_020,bird__car,bird_shape__car_texture,test_01993,1993,1,bird,test_06332,6332,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_020.png,accepted,
shape_bird_texture_car_021,bird__car,bird_shape__car_texture,test_02690,2690,1,bird,test_03024,3024,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_021.png,rejected,shape is distorted
shape_bird_texture_car_022,bird__car,bird_shape__car_texture,test_05123,5123,1,bird,test_00470,470,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_022.png,rejected,shape is distorted
shape_bird_texture_car_023,bird__car,bird_shape__car_texture,test_03937,3937,1,bird,test_03067,3067,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_023.png,accepted,
shape_bird_texture_car_024,bird__car,bird_shape__car_texture,test_06733,6733,1,bird,test_06426,6426,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_024.png,accepted,
shape_bird_texture_car_025,bird__car,bird_shape__car_texture,test_01986,1986,1,bird,test_00409,409,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_025.png,accepted,
shape_bird_texture_car_026,bird__car,bird_shape__car_texture,test_00116,116,1,bird,test_01814,1814,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_026.png,accepted,
shape_bird_texture_car_027,bird__car,bird_shape__car_texture,test_02116,2116,1,bird,test_00714,714,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_027.png,accepted,
shape_bird_texture_car_028,bird__car,bird_shape__car_texture,test_00261,261,1,bird,test_03163,3163,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_028.png,accepted,
shape_bird_texture_car_029,bird__car,bird_shape__car_texture,test_00198,198,1,bird,test_03454,3454,2,car,0.8,Data/task1_cache/cue_conflicts/candidates/shape_bird_texture_car_029.png,accepted,
shape_car_texture_bird_000,bird__car,car_shape__bird_texture,test_06028,6028,2,car,test_03079,3079,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_000.png,accepted,
shape_car_texture_bird_001,bird__car,car_shape__bird_texture,test_05333,5333,2,car,test_07029,7029,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_001.png,accepted,
shape_car_texture_bird_002,bird__car,car_shape__bird_texture,test_05512,5512,2,car,test_00304,304,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_002.png,accepted,
shape_car_texture_bird_003,bird__car,car_shape__bird_texture,test_06692,6692,2,car,test_05560,5560,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_003.png,accepted,
shape_car_texture_bird_004,bird__car,car_shape__bird_texture,test_04065,4065,2,car,test_05220,5220,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_004.png,accepted,
shape_car_texture_bird_005,bird__car,car_shape__bird_texture,test_05183,5183,2,car,test_01109,1109,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_005.png,accepted,
shape_car_texture_bird_006,bird__car,car_shape__bird_texture,test_05756,5756,2,car,test_04298,4298,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_006.png,accepted,
shape_car_texture_bird_007,bird__car,car_shape__bird_texture,test_04921,4921,2,car,test_07955,7955,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_007.png,accepted,
shape_car_texture_bird_008,bird__car,car_shape__bird_texture,test_00714,714,2,car,test_02070,2070,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_008.png,accepted,
shape_car_texture_bird_009,bird__car,car_shape__bird_texture,test_01520,1520,2,car,test_02687,2687,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_009.png,rejected,shape is distorted
shape_car_texture_bird_010,bird__car,car_shape__bird_texture,test_03362,3362,2,car,test_03937,3937,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_010.png,accepted,
shape_car_texture_bird_011,bird__car,car_shape__bird_texture,test_05824,5824,2,car,test_00095,95,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_011.png,accepted,
shape_car_texture_bird_012,bird__car,car_shape__bird_texture,test_02392,2392,2,car,test_07390,7390,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_012.png,accepted,
shape_car_texture_bird_013,bird__car,car_shape__bird_texture,test_03024,3024,2,car,test_01993,1993,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_013.png,accepted,
shape_car_texture_bird_014,bird__car,car_shape__bird_texture,test_04735,4735,2,car,test_02690,2690,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_014.png,accepted,
shape_car_texture_bird_015,bird__car,car_shape__bird_texture,test_00317,317,2,car,test_02157,2157,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_015.png,accepted,
shape_car_texture_bird_016,bird__car,car_shape__bird_texture,test_01202,1202,2,car,test_01568,1568,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_016.png,accepted,
shape_car_texture_bird_017,bird__car,car_shape__bird_texture,test_07425,7425,2,car,test_03550,3550,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_017.png,accepted,
shape_car_texture_bird_018,bird__car,car_shape__bird_texture,test_01586,1586,2,car,test_01871,1871,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_018.png,accepted,
shape_car_texture_bird_019,bird__car,car_shape__bird_texture,test_03454,3454,2,car,test_00261,261,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_019.png,accepted,
shape_car_texture_bird_020,bird__car,car_shape__bird_texture,test_06426,6426,2,car,test_01230,1230,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_020.png,accepted,
shape_car_texture_bird_021,bird__car,car_shape__bird_texture,test_06503,6503,2,car,test_02178,2178,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_021.png,accepted,
shape_car_texture_bird_022,bird__car,car_shape__bird_texture,test_00483,483,2,car,test_00825,825,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_022.png,accepted,
shape_car_texture_bird_023,bird__car,car_shape__bird_texture,test_06264,6264,2,car,test_06733,6733,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_023.png,accepted,
shape_car_texture_bird_024,bird__car,car_shape__bird_texture,test_03067,3067,2,car,test_02116,2116,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_024.png,accepted,
shape_car_texture_bird_025,bird__car,car_shape__bird_texture,test_06244,6244,2,car,test_01115,1115,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_025.png,accepted,
shape_car_texture_bird_026,bird__car,car_shape__bird_texture,test_03755,3755,2,car,test_01986,1986,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_026.png,accepted,
shape_car_texture_bird_027,bird__car,car_shape__bird_texture,test_00470,470,2,car,test_07033,7033,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_027.png,accepted,
shape_car_texture_bird_028,bird__car,car_shape__bird_texture,test_00035,35,2,car,test_05256,5256,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_028.png,rejected,shape is distorted
shape_car_texture_bird_029,bird__car,car_shape__bird_texture,test_01814,1814,2,car,test_05123,5123,1,bird,0.8,Data/task1_cache/cue_conflicts/candidates/shape_car_texture_bird_029.png,accepted,
shape_deer_texture_ship_000,deer__ship,deer_shape__ship_texture,test_05789,5789,4,deer,test_05451,5451,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_000.png,accepted,
shape_deer_texture_ship_001,deer__ship,deer_shape__ship_texture,test_07944,7944,4,deer,test_04069,4069,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_001.png,accepted,
shape_deer_texture_ship_002,deer__ship,deer_shape__ship_texture,test_03287,3287,4,deer,test_01954,1954,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_002.png,accepted,
shape_deer_texture_ship_003,deer__ship,deer_shape__ship_texture,test_02898,2898,4,deer,test_03905,3905,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_003.png,accepted,
shape_deer_texture_ship_004,deer__ship,deer_shape__ship_texture,test_00855,855,4,deer,test_01783,1783,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_004.png,accepted,
shape_deer_texture_ship_005,deer__ship,deer_shape__ship_texture,test_02399,2399,4,deer,test_04177,4177,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_005.png,accepted,
shape_deer_texture_ship_006,deer__ship,deer_shape__ship_texture,test_03122,3122,4,deer,test_04355,4355,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_006.png,rejected,shape is distorted
shape_deer_texture_ship_007,deer__ship,deer_shape__ship_texture,test_03763,3763,4,deer,test_06434,6434,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_007.png,accepted,
shape_deer_texture_ship_008,deer__ship,deer_shape__ship_texture,test_01111,1111,4,deer,test_01640,1640,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_008.png,accepted,
shape_deer_texture_ship_009,deer__ship,deer_shape__ship_texture,test_03179,3179,4,deer,test_02191,2191,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_009.png,accepted,
shape_deer_texture_ship_010,deer__ship,deer_shape__ship_texture,test_03078,3078,4,deer,test_01833,1833,8,ship,0.8,Data/task1_cache/cue_conflicts/candidates/shape_deer_texture_ship_010.png,rejected,shape is distorted
